num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
2,Internet,RoundTrip,92,18,5,Thu,DMKOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,50,46,21,Thu,DMKOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,37,29,14,Fri,DMKOOL,Australia,1,1,1,8.83,0
3,Internet,RoundTrip,143,22,5,Mon,DMKOOL,Australia,1,0,0,8.83,1
1,Internet,RoundTrip,39,19,18,Sat,DMKOOL,Thailand,1,1,1,8.83,0
1,Internet,RoundTrip,29,27,4,Tue,DMKOOL,Thailand,1,0,1,8.83,0
1,Internet,RoundTrip,5,1,6,Tue,DMKOOL,Australia,0,0,0,8.83,0
3,Internet,RoundTrip,213,23,4,Fri,DMKOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,8,20,23,Wed,DMKOOL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,63,21,8,Mon,DMKOOL,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,28,58,23,Mon,DMKOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,189,21,20,Sun,DMKOOL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,22,28,13,Thu,DMKOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,82,31,1,Tue,DMKOOL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,12,19,2,Fri,DMKOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,73,18,2,Mon,DMKOOL,Australia,0,0,0,8.83,0
3,Internet,RoundTrip,72,21,1,Wed,DMKOOL,Australia,1,0,1,8.83,0
3,Internet,RoundTrip,35,25,1,Wed,DMKOOL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,0,18,10,Fri,DMKOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,22,30,22,Sun,DMKOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,94,29,17,Thu,DMKOOL,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,135,20,23,Tue,DMKOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,109,23,23,Sat,DMKOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,23,21,7,Wed,DMKOOL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,136,18,22,Fri,DMKOOL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,76,48,9,Tue,DMKOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,4,131,2,Sat,DMKOOL,Australia,0,1,1,8.83,0
1,Internet,RoundTrip,30,49,9,Sat,DMKOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,203,55,11,Sun,DMKOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,4,200,12,Thu,DMKOOL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,60,17,11,Mon,DMKOOL,Australia,1,1,1,8.83,0
1,Mobile,RoundTrip,86,47,21,Fri,DMKOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,54,85,2,Wed,DMKOOL,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,82,23,10,Sat,DMKOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,232,119,7,Wed,DMKOOL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,355,27,11,Sun,DMKOOL,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,60,27,7,Fri,DMKOOL,Thailand,1,0,0,8.83,0
1,Internet,RoundTrip,41,31,10,Sun,DMKOOL,Australia,1,0,0,8.83,0
3,Internet,RoundTrip,58,29,2,Sat,DMKOOL,Australia,1,0,0,8.83,0
1,Mobile,RoundTrip,1,56,12,Thu,DMKOOL,Hong Kong,1,1,1,8.83,0
1,Internet,RoundTrip,254,31,8,Mon,DMKOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,54,23,19,Thu,DMKOOL,Australia,1,1,0,8.83,1
1,Mobile,RoundTrip,137,24,4,Fri,DMKPEK,China,0,0,0,6.42,0
1,Mobile,RoundTrip,173,17,3,Wed,DMKPEK,China,0,0,0,6.42,0
1,Internet,RoundTrip,187,44,11,Tue,DMKPEK,Thailand,1,0,0,6.42,0
2,Internet,RoundTrip,72,18,7,Fri,DMKPEK,Russia,0,0,0,6.42,0
1,Internet,RoundTrip,386,29,20,Sun,DMKPEK,Thailand,0,0,0,6.42,0
1,Internet,RoundTrip,74,29,14,Thu,DMKPEK,China,0,0,0,6.42,0
1,Internet,RoundTrip,107,36,12,Fri,DMKPEK,Thailand,1,0,1,6.42,0
1,Internet,RoundTrip,7,1,0,Sun,DMKPER,Thailand,0,1,0,5.62,0
1,Internet,RoundTrip,42,20,11,Wed,DMKPER,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,131,19,1,Thu,DMKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,164,28,13,Sat,DMKPER,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,50,27,10,Mon,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,45,28,15,Wed,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,30,30,8,Fri,DMKPER,Australia,1,1,1,5.62,0
2,Internet,RoundTrip,91,150,14,Fri,DMKPER,Thailand,1,0,0,5.62,0
2,Internet,RoundTrip,21,26,14,Mon,DMKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,111,24,6,Sat,DMKPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,11,29,4,Mon,DMKPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,54,17,2,Sat,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,44,18,13,Sat,DMKPER,Australia,0,1,1,5.62,0
1,Internet,RoundTrip,13,27,7,Wed,DMKPER,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,32,1,12,Tue,DMKPER,Thailand,0,1,0,5.62,1
1,Internet,RoundTrip,28,99,8,Mon,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,5,1,9,Wed,DMKPER,Thailand,0,0,0,5.62,0
3,Internet,RoundTrip,78,24,4,Sun,DMKPER,Australia,1,1,1,5.62,0
2,Internet,RoundTrip,18,30,4,Fri,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,10,84,9,Tue,DMKPER,Thailand,1,1,0,5.62,0
1,Internet,RoundTrip,158,46,17,Sat,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,68,24,6,Tue,DMKPER,Australia,0,0,1,5.62,0
3,Internet,RoundTrip,16,87,10,Mon,DMKPER,Australia,1,1,0,5.62,0
1,Mobile,RoundTrip,127,18,11,Thu,DMKPER,Thailand,0,1,0,5.62,0
1,Internet,RoundTrip,198,20,4,Sun,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,80,56,13,Tue,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,31,27,4,Thu,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,48,22,2,Wed,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,26,37,23,Thu,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,25,35,2,Wed,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,9,47,11,Sat,DMKPER,Australia,0,1,0,5.62,0
2,Internet,RoundTrip,81,17,2,Fri,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,211,29,2,Sat,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,75,18,5,Thu,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,324,20,22,Sun,DMKPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,55,28,8,Sun,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,11,44,7,Wed,DMKPER,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,157,27,8,Sun,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,1,22,9,Thu,DMKPER,Australia,1,0,0,5.62,0
5,Internet,RoundTrip,250,20,9,Sun,DMKPER,Australia,1,0,0,5.62,0
4,Internet,RoundTrip,183,21,2,Sun,DMKPER,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,275,27,9,Mon,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,4,184,5,Thu,DMKPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,49,89,10,Mon,DMKPER,Australia,0,1,0,5.62,1
2,Internet,RoundTrip,155,21,10,Mon,DMKPER,Australia,0,0,1,5.62,0
3,Internet,RoundTrip,159,20,4,Thu,DMKPER,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,3,18,14,Mon,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,37,59,15,Mon,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,19,29,10,Wed,DMKPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,115,21,11,Tue,DMKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,260,29,4,Fri,DMKPER,Australia,1,0,0,5.62,0
1,Internet,OneWay,2,1,6,Tue,DMKPER,Thailand,1,0,0,5.62,0
1,Internet,RoundTrip,7,17,13,Wed,DMKPER,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,73,23,13,Fri,DMKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,47,26,23,Fri,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,26,86,13,Mon,DMKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,4,25,9,Mon,DMKPER,Thailand,0,0,1,5.62,0
1,Internet,RoundTrip,12,50,8,Mon,DMKPER,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,6,17,4,Fri,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,0,25,2,Wed,DMKPER,Australia,1,0,1,5.62,0
4,Internet,RoundTrip,30,28,14,Tue,DMKPER,Cambodia,1,0,0,5.62,1
4,Internet,RoundTrip,171,25,7,Tue,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,90,22,2,Sat,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,32,17,4,Wed,DMKPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,19,17,15,Sun,DMKPER,Thailand,1,0,1,5.62,0
1,Internet,RoundTrip,51,24,16,Thu,DMKPER,Thailand,0,0,0,5.62,0
1,Internet,RoundTrip,7,43,19,Fri,DMKPER,Australia,1,0,1,5.62,0
2,Internet,RoundTrip,14,23,11,Mon,DMKPER,Australia,1,0,0,5.62,0
1,Mobile,RoundTrip,6,18,6,Tue,DMKPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,39,63,7,Sat,DMKPER,Thailand,1,0,0,5.62,1
1,Internet,RoundTrip,42,22,5,Tue,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,32,17,1,Wed,DMKPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,14,33,16,Wed,DMKPER,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,16,66,13,Mon,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,19,40,16,Mon,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,1,22,4,Sat,DMKPER,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,24,17,6,Thu,DMKPER,Australia,0,0,1,5.62,0
2,Internet,RoundTrip,236,29,7,Thu,DMKPER,Thailand,1,0,0,5.62,0
1,Internet,RoundTrip,181,20,11,Mon,DMKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,9,19,2,Mon,DMKPER,Australia,0,1,1,5.62,0
1,Internet,RoundTrip,20,56,11,Wed,DMKPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,64,17,7,Mon,DMKPER,Thailand,0,1,0,5.62,0
2,Internet,RoundTrip,27,31,3,Tue,DMKPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,14,25,6,Mon,DMKPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,284,20,1,Sun,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,34,32,2,Thu,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,12,17,12,Thu,DMKPER,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,54,28,7,Wed,DMKPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,193,23,4,Sun,DMKPER,Russia,1,0,0,5.62,0
2,Internet,RoundTrip,62,32,4,Mon,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,232,30,14,Tue,DMKPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,33,61,12,Thu,DMKPER,Australia,1,0,0,5.62,0
1,Mobile,RoundTrip,42,45,8,Fri,DMKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,18,109,3,Mon,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,19,17,12,Thu,DMKPER,Australia,0,1,0,5.62,0
2,Mobile,RoundTrip,35,27,20,Thu,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,67,58,3,Thu,DMKPER,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,75,17,0,Mon,DMKPER,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,4,41,3,Tue,DMKPER,Thailand,1,0,0,5.62,0
1,Internet,RoundTrip,55,29,0,Wed,DMKPER,Australia,0,0,0,5.62,0
3,Internet,RoundTrip,169,27,10,Fri,DMKPER,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,12,90,12,Sat,DMKPER,Australia,1,1,1,5.62,0
2,Internet,RoundTrip,254,30,3,Fri,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,8,22,1,Tue,DMKPER,Australia,1,1,1,5.62,0
3,Internet,RoundTrip,23,89,12,Thu,DMKPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,42,22,12,Sun,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,85,29,3,Sun,DMKPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,35,27,6,Wed,DMKPER,Thailand,1,0,1,5.62,1
3,Internet,RoundTrip,133,21,12,Tue,DMKPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,30,22,12,Wed,DMKPER,Australia,1,0,0,5.62,0
1,Mobile,RoundTrip,61,29,10,Sun,DMKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,44,23,20,Sat,DMKPER,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,34,22,8,Wed,DMKPER,Australia,1,1,0,5.62,0
2,Internet,RoundTrip,255,18,11,Fri,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,209,26,9,Tue,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,43,24,10,Tue,DMKPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,10,22,4,Wed,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,39,21,6,Tue,DMKPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,90,26,2,Tue,DMKPER,Australia,0,1,0,5.62,0
3,Internet,RoundTrip,6,36,12,Sat,DMKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,17,18,0,Fri,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,10,18,6,Fri,DMKPER,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,44,18,3,Mon,DMKPER,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,33,27,7,Sun,DMKPER,Thailand,0,0,0,5.62,0
1,Internet,RoundTrip,146,31,7,Sat,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,86,18,14,Fri,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,22,22,1,Tue,DMKPER,Australia,1,1,0,5.62,0
1,Mobile,RoundTrip,11,18,5,Fri,DMKPER,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,2,30,23,Tue,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,27,24,8,Thu,DMKPER,Australia,0,0,1,5.62,0
2,Internet,RoundTrip,98,19,5,Thu,DMKPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,10,20,5,Sun,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,14,308,11,Tue,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,56,29,1,Mon,DMKPER,Thailand,0,0,0,5.62,0
2,Internet,RoundTrip,239,84,5,Wed,DMKPER,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,25,120,4,Tue,DMKPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,56,20,23,Sat,DMKPER,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,68,17,9,Fri,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,38,20,2,Mon,DMKPER,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,31,19,7,Mon,DMKPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,7,21,10,Wed,DMKPER,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,225,29,12,Thu,DMKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,28,81,0,Fri,DMKPER,(not set),1,1,0,5.62,0
1,Internet,RoundTrip,12,1,1,Thu,DMKPUS,Thailand,1,0,0,6.33,1
1,Internet,RoundTrip,15,90,5,Tue,DMKPUS,South Korea,0,0,1,6.33,0
2,Internet,RoundTrip,11,36,10,Wed,DMKPUS,Thailand,1,0,0,6.33,0
1,Internet,RoundTrip,20,1,14,Wed,DMKPUS,Thailand,0,0,0,6.33,0
1,Mobile,RoundTrip,13,1,6,Fri,DMKPUS,Thailand,1,0,0,6.33,0
1,Internet,RoundTrip,38,1,16,Sat,DMKPUS,Thailand,1,0,1,6.33,0
1,Internet,RoundTrip,7,1,19,Wed,DMKPUS,Thailand,1,0,1,6.33,0
1,Internet,RoundTrip,9,86,15,Thu,DMKPUS,Thailand,1,0,0,6.33,0
1,Internet,RoundTrip,14,1,4,Sun,DMKPUS,Thailand,1,0,0,6.33,0
1,Mobile,RoundTrip,12,1,9,Sat,DMKPUS,Thailand,1,0,1,6.33,0
1,Internet,RoundTrip,33,34,13,Sun,DMKPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,14,1,7,Mon,DMKPVG,Thailand,0,1,0,5.33,0
2,Internet,RoundTrip,297,21,4,Mon,DMKPVG,China,1,1,0,5.33,0
1,Internet,RoundTrip,59,25,11,Fri,DMKSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,159,21,9,Thu,DMKSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,44,20,12,Sun,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,100,17,23,Mon,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,14,28,23,Wed,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,20,43,10,Wed,DMKSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,66,21,9,Mon,DMKSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,36,21,2,Thu,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,64,29,3,Mon,DMKSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,57,31,3,Sun,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,8,47,0,Tue,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,4,92,0,Sun,DMKSYD,Australia,1,1,1,8.58,1
1,Internet,RoundTrip,108,26,3,Mon,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,318,50,8,Sun,DMKSYD,Australia,1,0,1,8.58,0
5,Internet,RoundTrip,48,19,5,Tue,DMKSYD,Thailand,1,0,1,8.58,0
2,Internet,RoundTrip,111,18,3,Wed,DMKSYD,Thailand,1,1,0,8.58,0
1,Internet,RoundTrip,304,22,19,Sun,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,25,21,9,Sun,DMKSYD,Thailand,1,1,1,8.58,0
1,Internet,RoundTrip,4,31,3,Thu,DMKSYD,Australia,1,1,0,8.58,0
3,Internet,RoundTrip,254,17,8,Fri,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,21,32,9,Thu,DMKSYD,Switzerland,1,1,0,8.58,1
1,Internet,RoundTrip,15,36,9,Wed,DMKSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,5,17,4,Mon,DMKSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,20,21,10,Tue,DMKSYD,Australia,0,0,1,8.58,0
2,Internet,RoundTrip,118,25,5,Fri,DMKSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,140,36,6,Tue,DMKSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,243,19,4,Sun,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,83,57,5,Wed,DMKSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,141,21,5,Sun,DMKSYD,Australia,1,1,1,8.58,0
1,Mobile,RoundTrip,59,21,7,Tue,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,5,22,11,Sat,DMKSYD,Australia,1,0,0,8.58,0
1,Mobile,RoundTrip,11,42,5,Wed,DMKSYD,Australia,0,1,1,8.58,0
1,Mobile,RoundTrip,6,22,3,Wed,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,29,19,7,Wed,DMKSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,44,66,22,Wed,DMKSYD,Chile,1,0,0,8.58,0
1,Mobile,RoundTrip,177,17,2,Mon,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,103,42,4,Thu,DMKSYD,Australia,1,0,0,8.58,0
1,Mobile,RoundTrip,98,36,13,Mon,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,46,23,8,Wed,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,314,86,2,Wed,DMKSYD,Thailand,1,1,1,8.58,0
1,Internet,RoundTrip,165,30,0,Mon,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,64,25,16,Fri,DMKSYD,Canada,1,0,1,8.58,0
1,Internet,RoundTrip,52,32,8,Mon,DMKSYD,Australia,1,1,1,8.58,0
1,Mobile,RoundTrip,98,36,13,Mon,DMKSYD,Australia,1,1,1,8.58,0
1,Mobile,RoundTrip,25,17,13,Tue,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,83,18,7,Mon,DMKSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,24,21,10,Mon,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,182,26,7,Tue,DMKSYD,Australia,1,0,0,8.58,0
3,Internet,RoundTrip,184,22,0,Mon,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,3,26,0,Thu,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,170,22,3,Thu,DMKSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,26,207,0,Wed,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,72,26,12,Thu,DMKSYD,Australia,1,1,1,8.58,0
1,Mobile,RoundTrip,43,84,7,Tue,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,25,34,10,Tue,DMKSYD,United Kingdom,0,0,0,8.58,0
1,Internet,RoundTrip,33,21,0,Thu,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,63,19,13,Wed,DMKSYD,Australia,1,1,1,8.58,0
1,Mobile,RoundTrip,27,29,2,Wed,DMKSYD,Australia,0,1,0,8.58,0
3,Internet,RoundTrip,213,29,0,Sat,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,38,22,4,Fri,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,62,60,13,Mon,DMKSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,64,19,0,Thu,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,58,59,3,Thu,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,185,17,7,Mon,DMKSYD,Australia,0,0,1,8.58,0
4,Internet,RoundTrip,79,31,7,Wed,DMKSYD,Australia,1,0,0,8.58,0
1,Mobile,RoundTrip,3,19,9,Sun,DMKSYD,Thailand,1,1,0,8.58,0
1,Internet,RoundTrip,58,17,14,Sat,DMKSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,313,28,20,Sun,DMKSYD,Australia,1,1,1,8.58,1
4,Internet,RoundTrip,229,17,5,Sat,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,59,27,12,Mon,DMKSYD,Australia,1,0,1,8.58,1
1,Mobile,RoundTrip,342,19,14,Tue,DMKSYD,Australia,0,1,0,8.58,0
2,Internet,RoundTrip,48,31,10,Tue,DMKSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,137,20,6,Fri,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,146,28,4,Sat,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,56,19,23,Thu,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,3,21,10,Sun,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,130,30,16,Fri,DMKSYD,Australia,1,0,0,8.58,0
1,Mobile,RoundTrip,161,39,9,Wed,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,31,85,10,Wed,DMKSYD,Thailand,1,0,0,8.58,0
1,Internet,RoundTrip,153,17,11,Thu,DMKSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,10,610,2,Mon,DMKSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,178,27,2,Wed,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,51,22,10,Thu,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,30,183,5,Sat,DMKSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,243,20,20,Sun,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,236,122,4,Fri,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,16,22,10,Tue,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,25,27,12,Tue,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,27,29,12,Sun,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,115,30,4,Mon,DMKSYD,Australia,1,1,1,8.58,0
1,Mobile,RoundTrip,45,23,21,Sat,DMKSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,68,25,18,Wed,DMKSYD,United States,1,0,0,8.58,0
1,Internet,RoundTrip,51,89,4,Mon,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,87,21,1,Tue,DMKSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,38,27,9,Thu,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,40,20,4,Mon,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,127,25,9,Sat,DMKSYD,Cambodia,0,0,0,8.58,0
1,Internet,RoundTrip,82,21,6,Sun,DMKSYD,Australia,1,1,0,8.58,0
